cell_line,compound,dose_uM,time_h,plate_id,well_id,feat_001,feat_002,feat_003,feat_004,feat_005,feat_006,feat_007,feat_008,feat_009,feat_010,feat_011,feat_012,feat_013,feat_014,feat_015,feat_016,feat_017,feat_018,feat_019,feat_020,feat_021,feat_022,feat_023,feat_024,feat_025,feat_026,feat_027,feat_028,feat_029,feat_030,feat_031,feat_032,feat_033,feat_034,feat_035,feat_036,feat_037,feat_038,feat_039,feat_040,feat_041,feat_042,feat_043,feat_044,feat_045,feat_046,feat_047,feat_048,feat_049,feat_050
A549,Nocodazole,1.0,24.0,plate_2,well_A549_Nocodazole_1.0_1,0.2558195443568425,0.0629873229056837,0.26537646431097384,0.6820027872294719,-0.24225477631539086,-0.1611609835060491,1.0247724737986863,0.5959607383654549,-0.3403024835429911,0.1452791142227296,-0.18505784567652728,-0.17015030387767338,0.19044740447632172,-0.9640864330206926,-0.859461856154564,-0.24584988113553996,-0.5033466069122033,-0.06903809165736521,-0.48244436742774593,-0.7595763955884772,0.7669496893334384,0.10338328252116658,0.0888604452064484,-0.738279509039967,-0.1805345710456573,0.09286166363489354,-0.5020413967393168,0.2750401852918157,-0.11628547777396855,-0.24754883278911377,-0.28067123576563574,0.794907523903312,0.031270856987778886,-0.5965995101215157,0.3961985063246455,-0.6255777586153496,0.22229730781371582,-0.8735500398520544,-0.8066095760553297,0.11600663556240388,0.32066597033481636,-0.019065795621002635,-0.04626716909554211,-0.16158602618765897,-0.4867579301088566,-0.28668972585441355,-0.3688230415847228,0.44741414045292516,0.26938583709077174,-0.6935137160571259
A549,Nocodazole,1.0,24.0,plate_3,well_A549_Nocodazole_1.0_2,0.04015991341109354,-0.22182358166150695,0.4856038201664843,0.7821878784173374,-0.22056899684724768,-0.025157021895910042,0.46628825736612595,0.4718303309514923,-0.17241292963788046,0.3699519238508696,-0.3346340470776302,-0.21630806747513415,0.04301655833862654,-0.9130524780978911,-0.9364510623905764,-0.3194479174674978,-0.6115174470205593,0.218005569799754,-0.37361929270456,-0.6978978091581872,0.7532523469385901,-0.34000175920252884,0.022144613858339254,-0.7119470021269017,-0.010635412140384992,-0.06660382766344411,-0.39763312190925715,0.3140410033168294,-0.2938761938079091,0.04140205916299117,-0.2908238961860949,0.9264615564682587,-0.029592472948200478,-0.3823739707310435,0.5475821110662423,-0.6586364959411802,-0.007209083580631853,-0.9856935479858614,-0.7620416948504558,0.1041607670008835,0.5153677692781475,0.06105452993785182,-0.02884780218426256,-0.12493547386123748,-0.6445864905228804,-0.5546746417889437,-0.2917313209858287,0.5250199100979667,0.287255403190518,-0.9515482380947389
A549,Nocodazole,5.0,24.0,plate_1,well_A549_Nocodazole_5.0_0,-0.1530862625068769,0.14499850882994328,0.15109696800812744,0.563718660899435,-0.2513346586517104,0.030205485615155327,0.4716173874814177,0.5415030679843138,-0.017693736876663382,0.4256851470592351,-0.17317563624704468,-0.3122020077514964,0.16366769429157654,-0.8794936820260857,-0.735586002721694,-0.2035082887270806,-0.6036275407964601,0.14708304659309376,-0.43178557751296515,-0.4238622973098657,0.8748447064682932,-0.3885276000225548,0.12123373201213959,-0.5478473480518901,-0.23347094034246568,-0.07749413383897905,-0.2996169342561733,0.37188983986386204,-0.43781551128569995,-0.14471476801537228,-0.38835582630787535,0.8061064711217316,-0.0625874688984281,-0.3937392285774388,0.6961937608952645,-0.4414008813398152,0.2109256944602042,-0.8234644448390355,-0.8446937508428136,0.19030352348035154,0.6466754155401042,0.15483021851930637,0.0007688329311056896,-0.13035513125495313,-0.8058475039166388,-0.30936210618740423,-0.27056806615529894,0.28167004809056573,0.15370874871195467,-0.8811109622973202
A549,Nocodazole,5.0,24.0,plate_2,well_A549_Nocodazole_5.0_1,-0.056206609917381536,0.23495575659750653,0.26571241574344984,0.7857433853708768,-0.2546835750656017,0.13411054408740186,0.4228984638957076,0.8510844237778716,-0.09021642258602347,0.3535227649298413,-0.35588729594348045,-0.28794042493667527,0.2435396695116668,-0.9736763509255599,-0.7491448124679728,-0.4070561182449133,-0.4453927396519437,0.015631159474886802,-0.4222836242065369,-0.5068814361599423,0.7347168706428634,-0.409230612051634,0.13889529555255908,-0.7427774481915144,-0.37530268834603625,-0.18764791198887992,-0.404988926538723,0.14561923547375374,-0.38397668922872086,-0.12311029288367287,-0.35009910327813193,0.7295834416459867,-0.1152614740962579,-0.35168302549289776,0.5597038263460382,-0.5169396008450259,0.23878889431455438,-1.0711527152364944,-0.6657624924913615,0.21175769788703086,0.36407646770914354,0.15222676069112362,0.08160149703025105,-0.07859592083582032,-0.6634982035255464,-0.08774923719151556,-0.12534058352901314,0.29100483066528937,0.21435391434759923,-0.8384453477224441
A549,Nocodazole,5.0,24.0,plate_3,well_A549_Nocodazole_5.0_2,0.07324986016623078,0.19212540675192635,0.4158602514607669,0.7850562814191693,-0.1639692601162151,0.15316686878921565,0.5465806372449281,0.7644499780227163,-0.14254178013674987,0.4545389788145738,-0.3201707019751954,-0.045196668241203164,0.23380326006036545,-1.018772167983334,-0.7587005123787429,-0.48034498836405115,-0.46765935923550694,0.2274066392506368,-0.5367492135396946,-0.5570897599289841,0.9998097958608495,-0.5180079391863004,0.006960310513543441,-0.5407269223259806,-0.07818850088533594,0.00898422436316273,-0.3388076277278567,0.43624710416304735,-0.4677595324266901,-0.1452960548122348,-0.294925929506478,0.9282894194658241,-0.026028609444113282,-0.5128515312719327,0.7249041346075706,-0.6016522863445002,0.15834835721655657,-0.8833617194668217,-0.5860253184185823,0.235908416140893,0.5072313306029843,0.2229636610703544,0.08988369265736078,-0.009332290943796416,-0.9498402079518302,-0.26054666128161375,-0.2093850628046179,0.30712534164647926,0.19077924709815036,-0.9917858017745971
A549,Nocodazole,10.0,24.0,plate_1,well_A549_Nocodazole_10.0_0,0.18544872388174732,0.2578862038493064,0.15545137357583688,0.6585058324138546,-0.20458219535492575,0.022614362209623852,0.5218811345897683,0.7298863486267425,-0.2057691781665793,0.36357464468351064,-0.17613860645590235,-0.2748921586662317,0.2806026652129704,-0.9330225651320854,-0.7624189015765527,-0.18706161783515107,-0.5363169482449125,0.18225294654901666,-0.531868303157156,-0.5733172661969941,0.7920661480160611,-0.583000155550689,0.10429907216246086,-0.8410457658584819,-0.3238228859229133,-0.025278273428960833,-0.4499323460441005,0.2911325184194726,-0.4104404250296472,-0.04315808058747342,-0.34408014356722844,0.675617111141743,-0.21135617520345343,-0.5170762253895503,0.4907383737088298,-0.5766088712193153,0.12495064461757034,-1.040025681761069,-0.7959782512421912,0.1746627344068111,0.53638366836986,0.13138681053196838,0.06077356284641705,-0.14796158034972456,-0.6951384870274182,-0.3008399877757092,-0.17657346006637625,0.23137075122643866,0.11391522928706702,-0.9515916306023436
A549,Nocodazole,10.0,24.0,plate_2,well_A549_Nocodazole_10.0_1,0.028284605682448723,0.3698875977258703,0.2370119329444439,0.5731841438863231,-0.20673386350299378,-0.10984432352105909,0.49431866125727947,0.7224089498154257,-0.0011686171168104886,0.2463494948339303,-0.2507681564576081,-0.25801636684067275,0.3649522573220435,-0.9019890688273434,-0.6044797210324306,-0.18768084288457004,-0.48474901904100254,0.17365217006665518,-0.4408456089467737,-0.7464378657887454,0.7847637516890196,-0.42382652377823293,0.1170867701266285,-0.8267029206524648,-0.2799479562664498,0.17361982753355537,-0.29962519924109055,0.3090818620699473,-0.3091190773378257,-0.127752934432885,-0.6019190096631526,0.6481470350136143,0.06525278718628082,-0.44027109234817047,0.5151202678908207,-0.5714005590651524,0.3923639101946168,-0.7478181237998732,-0.528488145149959,0.14061555135540882,0.506443170661013,0.03546486090072137,0.24976678767258792,-0.172069704591787,-0.6703170136136777,-0.3257273771199121,-0.2927729240643659,0.3262311573148797,0.08909067046473146,-1.0356146348364157
A549,Nocodazole,10.0,24.0,plate_3,well_A549_Nocodazole_10.0_2,-0.044925725442309425,0.18391762250585136,0.09154565118140115,0.6956437462719108,-0.07539152356353064,0.016460673374246518,0.43058674711219536,0.7826620929974765,0.025264876163244354,0.3207142853888196,-0.2922129943388433,-0.14607291758142846,0.08083790715306806,-0.8017288411712574,-0.7468746946101741,-0.2998768662102851,-0.6168142716192643,0.048110763106557444,-0.4267436051338079,-0.4307725576052781,0.7489213164012157,-0.46250365054151665,-0.08672621338616783,-0.7446457090378272,-0.27781340449579306,-0.08775906579017712,-0.5179650082735221,0.2485043073596619,-0.37504473221099704,-0.10983513423671729,-0.6553549743129778,0.5285236185630631,-0.1517226074502565,-0.3671031255598849,0.264708181555799,-0.5913897570528274,0.14932546558557397,-0.7715802375152347,-0.7888683496660588,0.1948189708695068,0.4910064357950498,-0.025927532137919568,0.1788940667239342,-0.033752098919364704,-0.6411677060224816,0.17662664628700497,-0.4422975353403551,0.5824270653959607,0.12113344459227768,-0.9529694740812169
A549,Staurosporine,0.0,24.0,plate_1,well_A549_Staurosporine_0.0_0,0.1858008063546634,-0.02955179724185142,0.37324728767862014,0.7875823047864033,-0.17210720274621,-0.18423081526839544,0.7870510006545512,0.5009902665023909,-0.1803771775080328,0.23421858858437172,-0.15453897534139666,-0.517719138848136,0.23585770582022741,-1.130611500206709,-0.8987030103968296,-0.39311075408310076,-0.6358837077393025,0.27320634503548885,-0.5007821578917947,-0.6715014624945743,0.7281323265728586,-0.06518406752095568,0.04144629144998745,-0.8406733155255853,-0.1725646803178773,0.006085636538801793,-0.7311549785771265,0.14503749307624472,-0.1502433658959714,-0.0608247006852891,-0.3357185195554844,0.891213321822626,-0.038912117490705216,-0.32118066612186585,0.44946600127474984,-0.5674176602664042,0.20746014290556192,-0.9559561460372364,-0.6899972390312855,0.07879563302606393,0.3620731640562988,0.0819619169440011,0.014938813169577729,-0.14535725921391446,-0.6659969874621557,-0.36799376220821256,-0.2224558664482847,0.3287410446562471,0.2634419122544789,-0.8468712300915677
A549,Staurosporine,0.0,24.0,plate_2,well_A549_Staurosporine_0.0_1,0.34815808749158156,-0.35875768840496125,0.532681739528419,0.7475559653884953,-0.00625840568791633,-0.22105907118714335,0.8508837982599526,0.27837580825908875,-0.29711408903705655,0.46268315717966096,-0.2507770864825658,-0.21112158946715615,0.20798790885189244,-0.9070719335316385,-0.8474170257421587,-0.24464766437386384,-0.26607400164338435,0.1513617865942784,-0.4339021330891088,-0.6010864110668847,0.8433769777565754,0.005814880312770193,0.09763712454688038,-0.8266745843797767,-0.10884820903248171,-0.05917324444693576,-0.5452332421872481,0.11242142417090017,-0.3067331796187018,-0.1129706338662903,-0.26871758456967115,0.9683311676779973,0.15462251453689776,-0.483502034326552,0.38685679252252964,-0.5140131081566753,0.22337884639484176,-1.102595843453587,-0.6043530174642294,0.16854789216565158,0.339476939661706,0.22325482192614723,-0.07282969989737298,-0.13799420244749014,-0.7565681776121006,-0.35836419943920755,-0.3399468941694139,0.3845560248500284,0.33125965110672795,-0.9662162125131998
A549,Staurosporine,0.0,24.0,plate_3,well_A549_Staurosporine_0.0_2,0.14921784155998563,-0.2844711619459638,0.259948094281396,0.6292059488632629,0.04712482865196893,-0.016086769540326853,0.7207913732359233,0.6089609451108853,-0.13656064426831663,0.23879688344212008,-0.4816494178935884,-0.0037706195260542863,-0.017976110893342556,-1.1211799970245881,-0.7602018730555523,-0.037168523986559066,-0.3679882783161601,0.2135145783028729,-0.39453660359407694,-0.620810294789615,0.8087172434394535,-0.08476900784633025,0.04418421273914953,-0.7186334058966807,-0.34758782114925896,0.027393787168255634,-0.7447924701306899,0.178015046493361,-0.3991784556744943,-0.2562058066182155,-0.2828638909993506,1.0653393208889288,0.08508304823126438,-0.6859055248402677,0.31230964239456077,-0.5163447061866895,0.006183058148546736,-1.0022983769395903,-0.6090878145467601,0.0015961724481982215,0.3797708406123012,-0.04771840889683521,-0.11796090558924165,-0.11857365438039069,-0.8985603685368806,-0.3158746304013144,-0.23228316537256188,0.5838101085511727,0.19420055819069684,-0.7451060346839825
A549,Staurosporine,0.1,24.0,plate_1,well_A549_Staurosporine_0.1_0,0.2685080865968264,-0.1070320815774963,0.3363990931929398,0.8123179674394599,-0.10838432907562551,-0.1108642311810434,0.7242873679642987,0.3208898999441775,-0.36927610327265914,0.4433198714290799,-0.3489134209901551,-0.3010781860385998,0.060453654816418914,-0.8709047790541273,-0.882490310083925,-0.15529065044178403,-0.5773158155784951,0.1823851880024913,-0.5392931104082068,-0.4893246052163789,0.6169147703809903,-0.08503359399489561,0.09700902183581897,-0.659315636819532,-0.2813024590712414,0.04485783515512591,-0.570908466267239,0.17380315752857986,-0.20058685159809386,0.06962969084246368,-0.358005567965371,0.7800625396208796,-0.01340045986466307,-0.26735635422757636,0.32827091734905534,-0.437929585223752,0.2655196404673019,-1.0431768982103438,-0.605971121666033,0.2669785169375212,0.3405004160171072,0.06282450566200609,-0.11011182432650755,-0.25223744906067763,-0.8051298241670639,-0.47749887535501556,-0.2233549127591381,0.4429701178277873,0.2032370678910726,-1.0295861002581705
A549,Staurosporine,0.1,24.0,plate_2,well_A549_Staurosporine_0.1_1,0.2890736595534814,0.019261368695921474,0.12479577863256588,0.7953938215205782,0.009496563139133288,-0.23588750217055218,0.9617437754287446,0.42908189263587687,-0.29951676166853064,0.2627852893446154,-0.16869440619885434,-0.22418712711776792,0.18616998061797557,-1.0524645760565081,-0.8360592598511144,-0.42143630739965543,-0.5210893592889783,0.0640950076336321,-0.5293113993412077,-0.5802302004726739,0.8448056243433685,-0.05510185292688067,-0.07559994272464879,-0.732336391534162,-0.14146392318555226,0.072011596492459,-0.3433566594669805,0.22783514163086593,-0.27776985162858164,-0.18233425573692158,-0.28890229898635944,0.901795853940733,0.06623861263932146,-0.4296570563135498,0.33003942809523346,-0.7349645611239366,-0.0858709782506718,-0.93701894134829,-0.7732060902019479,-0.11115020467058091,0.4172710505689523,0.33248249341552133,-0.05255082408563251,-0.06691269854622676,-0.7320191338057067,-0.36499381399790415,-0.13485561128628387,0.4909399865147863,0.2065977081191881,-0.8418267550182064
A549,Staurosporine,0.1,24.0,plate_3,well_A549_Staurosporine_0.1_2,0.18917659096773082,0.03511270748868128,0.3066733672201706,0.6824136485865366,-0.05961935175115558,-0.20477019848053538,0.7973046524818871,0.386268092034852,-0.12042601950953193,0.31583202039838126,-0.227029793325541,-0.15001103633898036,0.27131513627507,-0.9046161861133852,-0.8519600802703842,-0.4112484809441733,-0.6164781194616455,0.12396330134464431,-0.5167096252981593,-0.7225366482922623,0.7413396047736523,-0.0630463895819253,0.0265814559367,-0.6520453821820617,-0.2563262517024586,-0.1397067515069186,-0.6692231528470254,0.1740946021192672,-0.4179442375616956,-0.09142973631705101,-0.14918130623021786,1.038919022748519,-0.025916542122558395,-0.37625467430801296,0.4235051198662396,-0.6355498628799627,0.036409292705563895,-1.0180650426883573,-0.7016871114386833,0.12118047686221617,0.39447058822084236,0.08348714368758373,-0.008249915957008191,-0.03169714851275682,-0.6452466561163308,-0.5035946455237803,-0.4821553730752562,0.6133994320575789,0.04317060687045571,-0.8964730758270761
A549,Staurosporine,0.5,24.0,plate_1,well_A549_Staurosporine_0.5_0,0.2305170516431323,-0.18380209377551715,0.38221650178257255,0.7915825165477862,-0.12524516113920334,-0.34828669143801905,0.7984236398150683,0.46791191771334284,-0.3082473304726667,0.2516842928971454,-0.1398770949058717,-0.16093198998546795,0.280011365298613,-1.1027892438727975,-0.619775304066743,-0.28297093207590734,-0.5553115229478576,0.029504241662481057,-0.5210430380608881,-0.7645717973092699,0.7525827401695737,0.017625005704669544,-0.1051520037667601,-0.7219091278477974,-0.002644631484661125,0.06545086069570775,-0.6397107843791245,0.3003460086541493,-0.3174013370694591,-0.03573045100237468,-0.2513008025293303,0.759096640656039,0.23727485437016516,-0.5435606624740417,0.4512389284801662,-0.4689452971192808,0.14773682668689975,-0.9274630995627386,-0.6449858763021266,0.09729590787131662,0.5345692058275756,-0.014608182375884016,0.21995989097074414,-0.1396273812440759,-0.7880271185126685,-0.27882975186952563,-0.31880237780003395,0.3196819709729087,0.39649185063964565,-0.8494034590122366
