day,total_cells,flask_count,media_consumed,bsc_hours,staff_hours,run_id
1,5799035.422063188,3,150.0,1.3000000000000003,1.5499999999999998,39
2,10940794.269926077,3,195.0,0.30000000000000004,0.5499999999999999,39
3,20378096.039285835,3,240.0,0.30000000000000004,0.5499999999999999,39
4,36320984.822502874,3,285.0,0.30000000000000004,0.5499999999999999,39
1,5446659.698035494,3,150.0,1.3000000000000003,1.5499999999999998,40
2,10279632.107045975,3,195.0,0.30000000000000004,0.5499999999999999,40
3,19170915.230617937,3,240.0,0.30000000000000004,0.5499999999999999,40
4,34321210.63883367,3,285.0,0.30000000000000004,0.5499999999999999,40
1,6152657.649983903,3,150.0,1.3000000000000003,1.5499999999999998,41
2,11601464.095143154,3,195.0,0.30000000000000004,0.5499999999999999,41
3,21566014.83124723,3,240.0,0.30000000000000004,0.5499999999999999,41
4,38183897.0656859,3,285.0,0.30000000000000004,0.5499999999999999,41
1,5558123.147372612,3,150.0,1.3000000000000003,1.5499999999999998,42
2,10491344.280143887,3,195.0,0.30000000000000004,0.5499999999999999,42
3,19574151.92873944,3,240.0,0.30000000000000004,0.5499999999999999,42
4,35084343.06215055,3,285.0,0.30000000000000004,0.5499999999999999,42
1,5759262.843798312,3,150.0,1.3000000000000003,1.5499999999999998,43
2,10867283.787467638,3,195.0,0.30000000000000004,0.5499999999999999,43
3,20251069.050423518,3,240.0,0.30000000000000004,0.5499999999999999,43
4,36150871.84690276,3,285.0,0.30000000000000004,0.5499999999999999,43
1,5465706.804950217,3,150.0,1.3000000000000003,1.5499999999999998,44
2,10318043.263384381,3,195.0,0.30000000000000004,0.5499999999999999,44
3,19258405.695201557,3,240.0,0.30000000000000004,0.5499999999999999,44
4,34565727.58617939,3,285.0,0.30000000000000004,0.5499999999999999,44
1,6191767.347921032,3,150.0,1.3000000000000003,1.5499999999999998,45
2,11674145.735640332,3,195.0,0.30000000000000004,0.5499999999999999,45
3,21694225.329796202,3,240.0,0.30000000000000004,0.5499999999999999,45
4,38371464.74513999,3,285.0,0.30000000000000004,0.5499999999999999,45
1,5692247.205836578,3,150.0,1.3000000000000003,1.5499999999999998,46
2,10742045.38448972,3,195.0,0.30000000000000004,0.5499999999999999,46
3,20025674.0017913,3,240.0,0.30000000000000004,0.5499999999999999,46
4,35796358.83361887,3,285.0,0.30000000000000004,0.5499999999999999,46
1,5147143.0416926555,3,150.0,1.3000000000000003,1.5499999999999998,47
2,9721294.581438083,3,195.0,0.30000000000000004,0.5499999999999999,47
3,18175190.450322613,3,240.0,0.30000000000000004,0.5499999999999999,47
4,32808676.608543873,3,285.0,0.30000000000000004,0.5499999999999999,47
1,5674683.615319969,3,150.0,1.3000000000000003,1.5499999999999998,48
2,10708274.159933835,3,195.0,0.30000000000000004,0.5499999999999999,48
3,19958747.57816703,3,240.0,0.30000000000000004,0.5499999999999999,48
4,35656054.95235481,3,285.0,0.30000000000000004,0.5499999999999999,48
1,5728863.684529818,3,150.0,1.3000000000000003,1.5499999999999998,49
2,10810357.009730097,3,195.0,0.30000000000000004,0.5499999999999999,49
3,20147862.475452784,3,240.0,0.30000000000000004,0.5499999999999999,49
4,35984337.009289965,3,285.0,0.30000000000000004,0.5499999999999999,49
1,5536776.024255179,3,150.0,1.3000000000000003,1.5499999999999998,50
2,10451239.512507347,3,195.0,0.30000000000000004,0.5499999999999999,50
3,19500604.355504543,3,240.0,0.30000000000000004,0.5499999999999999,50
4,34960860.81135179,3,285.0,0.30000000000000004,0.5499999999999999,50
1,5378519.645966865,3,150.0,1.3000000000000003,1.5499999999999998,51
2,10153825.60662223,3,195.0,0.30000000000000004,0.5499999999999999,51
3,18954485.397345334,3,240.0,0.30000000000000004,0.5499999999999999,51
4,34038785.68850684,3,285.0,0.30000000000000004,0.5499999999999999,51
1,5912403.671425496,3,150.0,1.3000000000000003,1.5499999999999998,52
2,11152434.656319907,3,195.0,0.30000000000000004,0.5499999999999999,52
3,20757576.8567496,3,240.0,0.30000000000000004,0.5499999999999999,52
4,36910207.63797654,3,285.0,0.30000000000000004,0.5499999999999999,52
5,0.0,0,285.0,0.0,0.1,52
1,6088797.812523348,3,150.0,1.3000000000000003,1.5499999999999998,53
2,11477724.928380579,3,195.0,0.30000000000000004,0.5499999999999999,53
3,21315385.877181638,3,240.0,0.30000000000000004,0.5499999999999999,53
4,37641363.96550177,3,285.0,0.30000000000000004,0.5499999999999999,53
1,6013910.933760555,3,150.0,1.3000000000000003,1.5499999999999998,54
2,11342347.537132647,3,195.0,0.30000000000000004,0.5499999999999999,54
3,21100779.68251635,3,240.0,0.30000000000000004,0.5499999999999999,54
4,37458183.592730746,3,285.0,0.30000000000000004,0.5499999999999999,54
1,5922134.280137245,3,150.0,1.3000000000000003,1.5499999999999998,55
2,11170607.29493592,3,195.0,0.30000000000000004,0.5499999999999999,55
3,20790235.97529073,3,240.0,0.30000000000000004,0.5499999999999999,55
4,36961891.11351416,3,285.0,0.30000000000000004,0.5499999999999999,55
1,5372794.312469691,3,150.0,1.3000000000000003,1.5499999999999998,56
2,10143835.7257335,3,195.0,0.30000000000000004,0.5499999999999999,56
3,18941141.867362358,3,240.0,0.30000000000000004,0.5499999999999999,56
4,34044964.950848795,3,285.0,0.30000000000000004,0.5499999999999999,56
1,5207987.930260857,3,150.0,1.3000000000000003,1.5499999999999998,57
2,9835621.143280374,3,195.0,0.30000000000000004,0.5499999999999999,57
3,18384990.655195497,3,240.0,0.30000000000000004,0.5499999999999999,57
4,33162216.11146886,3,285.0,0.30000000000000004,0.5499999999999999,57
1,5605640.399341322,3,150.0,1.3000000000000003,1.5499999999999998,58
2,10579571.925938204,3,195.0,0.30000000000000004,0.5499999999999999,58
3,19729233.081996135,3,240.0,0.30000000000000004,0.5499999999999999,58
4,35307239.0238093,3,285.0,0.30000000000000004,0.5499999999999999,58
1,5580295.775900137,3,150.0,1.3000000000000003,1.5499999999999998,59
2,10531347.41685617,3,195.0,0.30000000000000004,0.5499999999999999,59
3,19636850.593432605,3,240.0,0.30000000000000004,0.5499999999999999,59
4,35129788.003052816,3,285.0,0.30000000000000004,0.5499999999999999,59
1,5630893.742960012,3,150.0,1.3000000000000003,1.5499999999999998,60
2,10625278.263406396,3,195.0,0.30000000000000004,0.5499999999999999,60
3,19801913.147001117,3,240.0,0.30000000000000004,0.5499999999999999,60
4,35368088.97807947,3,285.0,0.30000000000000004,0.5499999999999999,60
1,5534621.959734859,3,150.0,1.3000000000000003,1.5499999999999998,61
2,10446686.311716251,3,195.0,0.30000000000000004,0.5499999999999999,61
3,19488981.427736394,3,240.0,0.30000000000000004,0.5499999999999999,61
4,34922872.93991685,3,285.0,0.30000000000000004,0.5499999999999999,61
1,5253792.609289728,3,150.0,1.3000000000000003,1.5499999999999998,62
2,9921419.11127712,3,195.0,0.30000000000000004,0.5499999999999999,62
3,18540693.546555825,3,240.0,0.30000000000000004,0.5499999999999999,62
4,33414537.217430793,3,285.0,0.30000000000000004,0.5499999999999999,62
1,5045296.963292675,3,150.0,1.3000000000000003,1.5499999999999998,63
2,9530659.480312288,3,195.0,0.30000000000000004,0.5499999999999999,63
3,17830115.21410101,3,240.0,0.30000000000000004,0.5499999999999999,63
4,32254575.483119473,3,285.0,0.30000000000000004,0.5499999999999999,63
1,5180512.84205132,3,150.0,1.3000000000000003,1.5499999999999998,64
2,9784192.441079607,3,195.0,0.30000000000000004,0.5499999999999999,64
3,18291891.896285877,3,240.0,0.30000000000000004,0.5499999999999999,64
4,33012694.40174824,3,285.0,0.30000000000000004,0.5499999999999999,64
1,5691627.497477853,3,150.0,1.3000000000000003,1.5499999999999998,65
2,10736535.962176036,3,195.0,0.30000000000000004,0.5499999999999999,65
3,19987827.462457336,3,240.0,0.30000000000000004,0.5499999999999999,65
4,35582832.378390804,3,285.0,0.30000000000000004,0.5499999999999999,65
1,5392696.159358191,3,150.0,1.3000000000000003,1.5499999999999998,66
2,10180880.550217189,3,195.0,0.30000000000000004,0.5499999999999999,66
3,19006850.929287232,3,240.0,0.30000000000000004,0.5499999999999999,66
4,34142737.96608587,3,285.0,0.30000000000000004,0.5499999999999999,66
1,5872202.492462027,3,150.0,1.3000000000000003,1.5499999999999998,67
2,11078278.598029971,3,195.0,0.30000000000000004,0.5499999999999999,67
3,20630377.095678803,3,240.0,0.30000000000000004,0.5499999999999999,67
4,36745106.33950158,3,285.0,0.30000000000000004,0.5499999999999999,67
1,5676362.725787244,3,150.0,1.3000000000000003,1.5499999999999998,68
2,10709790.529109916,3,195.0,0.30000000000000004,0.5499999999999999,68
3,19951083.78810765,3,240.0,0.30000000000000004,0.5499999999999999,68
4,35587030.287274234,3,285.0,0.30000000000000004,0.5499999999999999,68
1,6585195.55188455,3,150.0,1.3000000000000003,1.5499999999999998,69
2,12405573.328132601,3,195.0,0.30000000000000004,0.5499999999999999,69
3,22986371.003357645,3,240.0,0.30000000000000004,0.5499999999999999,69
4,40274487.262855366,3,285.0,0.30000000000000004,0.5499999999999999,69
1,5700281.013319068,3,150.0,1.3000000000000003,1.5499999999999998,70
2,10756287.040440783,3,195.0,0.30000000000000004,0.5499999999999999,70
3,20046309.71309768,3,240.0,0.30000000000000004,0.5499999999999999,70
4,35800488.19843997,3,285.0,0.30000000000000004,0.5499999999999999,70
1,5250890.542738919,3,150.0,1.3000000000000003,1.5499999999999998,71
2,9915558.204302099,3,195.0,0.30000000000000004,0.5499999999999999,71
3,18527297.769460432,3,240.0,0.30000000000000004,0.5499999999999999,71
4,33376996.443667244,3,285.0,0.30000000000000004,0.5499999999999999,71
1,5618483.874462597,3,150.0,1.3000000000000003,1.5499999999999998,72
2,10603775.242058035,3,195.0,0.30000000000000004,0.5499999999999999,72
3,19774093.990319736,3,240.0,0.30000000000000004,0.5499999999999999,72
4,35385127.681364775,3,285.0,0.30000000000000004,0.5499999999999999,72
1,5450176.07016543,3,150.0,1.3000000000000003,1.5499999999999998,73
2,10288991.183417792,3,195.0,0.30000000000000004,0.5499999999999999,73
3,19205932.56918732,3,240.0,0.30000000000000004,0.5499999999999999,73
4,34482055.04892026,3,285.0,0.30000000000000004,0.5499999999999999,73
1,5571369.697562395,3,150.0,1.3000000000000003,1.5499999999999998,74
2,10515451.34300284,3,195.0,0.30000000000000004,0.5499999999999999,74
3,19613334.355547883,3,240.0,0.30000000000000004,0.5499999999999999,74
4,35121934.953638345,3,285.0,0.30000000000000004,0.5499999999999999,74
1,5186162.478999377,3,150.0,1.3000000000000003,1.5499999999999998,75
2,9794633.503959583,3,195.0,0.30000000000000004,0.5499999999999999,75
3,18309915.515097395,3,240.0,0.30000000000000004,0.5499999999999999,75
4,33036474.68236226,3,285.0,0.30000000000000004,0.5499999999999999,75
1,5701516.924250539,3,150.0,1.3000000000000003,1.5499999999999998,76
2,10759052.834562555,3,195.0,0.30000000000000004,0.5499999999999999,76
3,20054240.940734494,3,240.0,0.30000000000000004,0.5499999999999999,76
4,35829743.62140463,3,285.0,0.30000000000000004,0.5499999999999999,76
1,6158670.011933112,3,150.0,1.3000000000000003,1.5499999999999998,77
2,11611954.35006978,3,195.0,0.30000000000000004,0.5499999999999999,77
3,21580133.75919227,3,240.0,0.30000000000000004,0.5499999999999999,77
4,38180356.620549545,3,285.0,0.30000000000000004,0.5499999999999999,77
1,5355578.365134865,3,150.0,1.3000000000000003,1.5499999999999998,78
2,10112299.574191684,3,195.0,0.30000000000000004,0.5499999999999999,78
3,18888540.896751203,3,240.0,0.30000000000000004,0.5499999999999999,78
4,33986473.97667459,3,285.0,0.30000000000000004,0.5499999999999999,78
1,5829163.7887096265,3,150.0,1.3000000000000003,1.5499999999999998,79
2,10997563.559119696,3,195.0,0.30000000000000004,0.5499999999999999,79
3,20483283.63009414,3,240.0,0.30000000000000004,0.5499999999999999,79
4,36503645.057368726,3,285.0,0.30000000000000004,0.5499999999999999,79
1,5824923.844103556,3,150.0,1.3000000000000003,1.5499999999999998,80
2,10988337.74528458,3,195.0,0.30000000000000004,0.5499999999999999,80
3,20458329.227812465,3,240.0,0.30000000000000004,0.5499999999999999,80
4,36418541.343850754,3,285.0,0.30000000000000004,0.5499999999999999,80
1,5131012.031900935,3,150.0,1.3000000000000003,1.5499999999999998,81
2,9689817.30938263,3,195.0,0.30000000000000004,0.5499999999999999,81
3,18109860.31044311,3,240.0,0.30000000000000004,0.5499999999999999,81
4,32655463.90574325,3,285.0,0.30000000000000004,0.5499999999999999,81
1,5631504.568342378,3,150.0,1.3000000000000003,1.5499999999999998,82
2,10626774.473474324,3,195.0,0.30000000000000004,0.5499999999999999,82
3,19806886.1162877,3,240.0,0.30000000000000004,0.5499999999999999,82
4,35388545.71484845,3,285.0,0.30000000000000004,0.5499999999999999,82
1,5877837.328271619,3,150.0,1.3000000000000003,1.5499999999999998,83
2,11088534.134332119,3,195.0,0.30000000000000004,0.5499999999999999,83
3,20647063.431161467,3,240.0,0.30000000000000004,0.5499999999999999,83
4,36761461.65893276,3,285.0,0.30000000000000004,0.5499999999999999,83
1,5945552.00985508,3,150.0,1.3000000000000003,1.5499999999999998,84
2,11213204.183634479,3,195.0,0.30000000000000004,0.5499999999999999,84
3,20859410.0316542,3,240.0,0.30000000000000004,0.5499999999999999,84
4,37029328.16539794,3,285.0,0.30000000000000004,0.5499999999999999,84
1,5749169.641632015,3,150.0,1.3000000000000003,1.5499999999999998,85
2,10848407.28448488,3,195.0,0.30000000000000004,0.5499999999999999,85
3,20217004.250038892,3,240.0,0.30000000000000004,0.5499999999999999,85
4,36096787.697232895,3,285.0,0.30000000000000004,0.5499999999999999,85
1,5379340.411032532,3,150.0,1.3000000000000003,1.5499999999999998,86
2,10155845.470237052,3,195.0,0.30000000000000004,0.5499999999999999,86
3,18961314.956378557,3,240.0,0.30000000000000004,0.5499999999999999,86
4,34068637.19016497,3,285.0,0.30000000000000004,0.5499999999999999,86
1,5916160.773362252,3,150.0,1.3000000000000003,1.5499999999999998,87
2,11159824.682970302,3,195.0,0.30000000000000004,0.5499999999999999,87
3,20773257.687791545,3,240.0,0.30000000000000004,0.5499999999999999,87
4,36948256.460062385,3,285.0,0.30000000000000004,0.5499999999999999,87
1,6040475.947730271,3,150.0,1.3000000000000003,1.5499999999999998,88
2,11390848.034404285,3,195.0,0.30000000000000004,0.5499999999999999,88
3,21180735.58311912,3,240.0,0.30000000000000004,0.5499999999999999,88
4,37543759.745115474,3,285.0,0.30000000000000004,0.5499999999999999,88
1,5894021.503152058,3,150.0,1.3000000000000003,1.5499999999999998,89
2,11118513.918118905,3,195.0,0.30000000000000004,0.5499999999999999,89
3,20699313.96848375,3,240.0,0.30000000000000004,0.5499999999999999,89
4,36834186.90968565,3,285.0,0.30000000000000004,0.5499999999999999,89
1,5726571.239191685,3,150.0,1.3000000000000003,1.5499999999999998,90
2,10805863.794261113,3,195.0,0.30000000000000004,0.5499999999999999,90
3,20138421.070992872,3,240.0,0.30000000000000004,0.5499999999999999,90
4,35961774.549111515,3,285.0,0.30000000000000004,0.5499999999999999,90
1,5652436.568813071,3,150.0,1.3000000000000003,1.5499999999999998,91
2,10666781.398240933,3,195.0,0.30000000000000004,0.5499999999999999,91
3,19884633.56148908,3,240.0,0.30000000000000004,0.5499999999999999,91
4,35543234.53108973,3,285.0,0.30000000000000004,0.5499999999999999,91
1,5136884.8393035885,3,150.0,1.3000000000000003,1.5499999999999998,92
2,9701517.753930083,3,195.0,0.30000000000000004,0.5499999999999999,92
3,18135611.417784944,3,240.0,0.30000000000000004,0.5499999999999999,92
4,32722550.788811594,3,285.0,0.30000000000000004,0.5499999999999999,92
1,6323215.882299008,3,150.0,1.3000000000000003,1.5499999999999998,93
2,11919325.175003966,3,195.0,0.30000000000000004,0.5499999999999999,93
3,22132456.868610017,3,240.0,0.30000000000000004,0.5499999999999999,93
4,39044015.65301086,3,285.0,0.30000000000000004,0.5499999999999999,93
1,5455534.580413094,3,150.0,1.3000000000000003,1.5499999999999998,94
2,10299395.672711078,3,195.0,0.30000000000000004,0.5499999999999999,94
3,19227197.052462075,3,240.0,0.30000000000000004,0.5499999999999999,94
4,34530134.67833936,3,285.0,0.30000000000000004,0.5499999999999999,94
1,5659505.0379733,3,150.0,1.3000000000000003,1.5499999999999998,95
2,10680287.238505209,3,195.0,0.30000000000000004,0.5499999999999999,95
3,19910833.427745156,3,240.0,0.30000000000000004,0.5499999999999999,95
4,35594689.58058234,3,285.0,0.30000000000000004,0.5499999999999999,95
1,4756453.451256357,3,150.0,1.3000000000000003,1.5499999999999998,96
2,8985355.694534106,3,195.0,0.30000000000000004,0.5499999999999999,96
