well_id,row,col,row_letter,compound,dose_uM,time_h,er,mito,nucleus,actin,rna,batch_id,context_id,profile,design,is_outlier,pathology_type,affected_channel,edge_distance,exposure_multiplier
D1,3,0,D,DMSO,0.0,24.0,78.72663747059143,114.76355502646784,162.37055582360637,94.24227002215221,141.12839068275505,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.8246211251235319,1.0
D2,3,1,D,DMSO,0.0,24.0,79.7851656374635,95.65225475121682,181.19495903205447,96.10939211697462,132.15964216374238,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.7725439771283921,1.0
D3,3,2,D,DMSO,0.0,24.0,86.84565881426299,151.5089581518909,177.64332745507025,102.6667485845946,137.54661409689973,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.7219486338152283,1.0
D4,3,3,D,DMSO,0.0,24.0,100.41840367045876,127.31834026804817,173.23424981093152,100.31967320513304,152.08895559497745,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.6731692950595444,1.0
D5,3,4,D,DMSO,0.0,24.0,91.14203159874326,103.69409313546207,171.91858805277317,93.83340068105232,134.88692161872325,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.6266301991024859,1.0
D6,3,5,D,DMSO,0.0,24.0,93.45209958863192,108.38159903150468,182.84078553859248,97.27913235937895,160.49698688541318,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.5828682095606571,1.0
D7,3,6,D,DMSO,0.0,24.0,97.02531715491214,152.71197679051895,162.52025908657444,103.72289964665967,155.77043045599808,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.5425557387758781,1.0
D8,3,7,D,DMSO,0.0,24.0,96.75536694467392,118.65959856543876,163.64658917152468,100.92105343037508,150.3392611514942,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.5065170740595025,1.0
D9,3,8,D,DMSO,0.0,24.0,96.27073009171099,137.0870525739732,150.72542157381665,115.62806444357689,151.48195837610393,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.47572449970747577,1.0
D10,3,9,D,DMSO,0.0,24.0,108.20222425124072,143.31351534766344,166.08654179407011,113.46018056462546,140.67716070043826,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.4512532433157955,1.0
D11,3,10,D,DMSO,0.0,24.0,89.67808786651753,118.76573926965021,182.03295347468145,120.95236967238647,177.13538295225416,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.43417348635895403,1.0
D12,3,11,D,DMSO,0.0,24.0,87.78747524268891,140.78517229685207,156.02339338841904,122.05654081104201,166.47128418779926,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.42537651508295676,1.0
E1,4,0,E,DMSO,0.0,24.0,74.72590144333762,96.37893077071605,124.46949401986423,79.47989951255371,127.18202300872161,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.7803133273813083,1.0
E2,4,1,E,DMSO,0.0,24.0,87.80537266519815,125.97149859793826,196.23924239615476,98.69504602683497,146.97823137787157,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.7250607460663158,1.0
E3,4,2,E,DMSO,0.0,24.0,87.32059513172796,146.89756897262086,191.55354759221612,102.93811240129915,145.4299149839386,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.6708939698317191,1.0
E4,4,3,E,DMSO,0.0,24.0,93.93467317487487,148.36358242932045,175.63064065464107,128.08321811312769,129.96562160701544,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.6180985266928347,1.0
E5,4,4,E,DMSO,0.0,24.0,86.09317995508412,145.24222364384536,172.6604014366823,112.03690456111258,124.41653814802119,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.5670575767204862,1.0
E6,4,5,E,DMSO,0.0,24.0,108.40813753477292,133.01077976313263,173.5201407623636,103.44389973139384,160.0769827536787,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.5182897245801185,1.0
E7,4,6,E,DMSO,0.0,24.0,98.07871910283221,107.99612320380527,218.32480085761338,115.0103606300324,152.80542510484736,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.47249933181701725,1.0
E8,4,7,E,DMSO,0.0,24.0,88.68354560602485,131.93280051623222,187.77470786901634,102.73213589956251,145.52922265218012,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.4306372431672491,1.0
E9,4,8,E,DMSO,0.0,24.0,96.02923327117308,119.42700376619595,147.57757488511285,95.75432099561398,159.28239564806253,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.393957724268502,1.0
E10,4,9,E,DMSO,0.0,24.0,98.51800982706129,133.51127713123924,170.45752280195435,107.41441810813886,153.08487966134288,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.3640307383888254,1.0
E11,4,10,E,DMSO,0.0,24.0,89.0936542673881,138.7461234882885,184.53666055255133,111.45747056387154,136.46020123708527,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.3426302747072677,1.0
E12,4,11,E,DMSO,0.0,24.0,97.86821425148412,145.4810248691041,190.07595777689718,112.38336501671299,156.99202578987732,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.3314122334389753,1.0
F1,5,0,F,DMSO,0.0,24.0,84.93537059970353,133.5086200186747,135.22239033747897,91.74087715447978,132.8007746533032,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.7453559924999299,1.0
F2,5,1,F,DMSO,0.0,24.0,86.67702988299057,131.52507432478578,183.23984061895743,117.97597982513741,137.15857905364294,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.6872988812393841,1.0
F3,5,2,F,DMSO,0.0,24.0,113.48713616495473,164.76654427212938,186.0557732356292,94.24152214371973,107.76887232024447,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.6298931539739342,1.0
F4,5,3,F,DMSO,0.0,24.0,115.28181349561348,139.21656140354338,197.32449304647312,101.51004461831909,144.43160795470214,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.573334505647898,1.0
F5,5,4,F,DMSO,0.0,24.0,94.1150171526374,145.6230154582292,169.2292766787421,123.83587756000999,152.03289139285093,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.5179005329045112,1.0
F6,5,5,F,DMSO,0.0,24.0,83.51237479358636,110.62637281973795,164.93423275806472,111.6631573735653,155.2225386663702,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.4639945099589021,1.0
F7,5,6,F,DMSO,0.0,24.0,111.87723974109025,139.00139763673752,217.0870636042836,136.05821560316176,152.2914134140339,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.4122163087921128,1.0
F8,5,7,F,DMSO,0.0,24.0,107.29009159959816,141.56763105738142,183.36226404733486,114.56029866052329,155.6430806367906,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.36347641170969425,1.0
F9,5,8,F,DMSO,0.0,24.0,85.12965859529132,125.12210697391237,222.9897555287408,135.74625913991736,162.9038776792066,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.31916979051514843,1.0
F10,5,9,F,DMSO,0.0,24.0,103.04764708499876,134.38045680954323,207.03990082656924,110.29665923380257,154.5798204216715,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.28139837447750143,1.0
F11,5,10,F,DMSO,0.0,24.0,111.9563154833138,147.19269226780997,188.2775639726702,116.59193506166464,128.10929160526206,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.25310506081989825,1.0
F12,5,11,F,DMSO,0.0,24.0,105.62691764771516,144.98538456675016,199.38182482148525,100.89139573260802,160.6883840043273,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.23769883285299603,1.0
G1,6,0,G,DMSO,0.0,24.0,80.96417981466654,107.92666311998775,145.49703797760546,90.94368607804819,139.4173936485354,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.7211102550927978,1.0
G2,6,1,G,DMSO,0.0,24.0,91.3773644886831,145.63978933790418,158.06798712063107,109.58909814824202,140.8336945907161,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.6609267709794735,1.0
G3,6,2,G,DMSO,0.0,24.0,101.25370789448102,131.43927209406695,181.21826640538336,103.55693361001214,141.85251970210416,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.6010073459348686,1.0
G4,6,3,G,DMSO,0.0,24.0,89.72551943839943,146.5580203401963,168.85859113201082,106.76998103725292,141.32953376494305,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.5414396548194119,1.0
G5,6,4,G,DMSO,0.0,24.0,88.83751639904528,129.32018408793093,189.03119217221098,128.5998027738497,145.8891450876481,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.4823540260298665,1.0
G6,6,5,G,DMSO,0.0,24.0,106.4571283093361,144.22053461746964,189.11959818062823,113.22508465356027,149.97617979927514,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.4239520606347445,1.0
G7,6,6,G,DMSO,0.0,24.0,95.38880702392457,125.53196055418513,195.8519412014707,102.4660878115761,152.92514838596156,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.36656067666709546,1.0
G8,6,7,G,DMSO,0.0,24.0,96.59023358985874,142.35852667913306,194.0432121306732,108.05116949204584,158.65071612627543,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.31074031974270666,1.0
G9,6,8,G,DMSO,0.0,24.0,103.87864457265778,111.45208272782398,184.54744462293672,100.90267944734396,150.30504597127322,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.2575146590427973,1.0
G10,6,9,G,DMSO,0.0,24.0,96.87210698454565,169.1215274840046,202.4981282908408,116.47680304336924,152.86739679522503,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.2088767330341619,1.0
G11,6,10,G,DMSO,0.0,24.0,90.90069187259839,119.97861018165212,200.26416637873518,130.91082149952257,140.79518289365944,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.16883902468650083,1.0
G12,6,11,G,DMSO,0.0,24.0,105.34046625827493,128.27852266077105,182.21157038814232,127.55048543186129,136.3378259047475,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.14472449545298463,1.0
H1,7,0,H,DMSO,0.0,24.0,74.4517821496314,118.99232713751427,133.8329166239452,67.99256713972072,106.60678474292037,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.7086763875156433,1.0
H2,7,1,H,DMSO,0.0,24.0,99.1395415347275,108.75502713547506,175.25267037107136,93.65978542324648,139.90732850414526,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.6473379479217758,1.0
H3,7,2,H,DMSO,0.0,24.0,93.31368313515893,124.3013837515125,142.66525154817185,98.10043127486342,131.74486579535267,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.5860307603615164,1.0
H4,7,3,H,DMSO,0.0,24.0,102.84382970461108,140.79706867981727,169.50419712343913,96.79316370672048,126.65977040092055,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.5247657782603455,1.0
H5,7,4,H,DMSO,0.0,24.0,104.32140603947488,117.6975411142046,172.53530677182866,115.9088947523432,149.24370415463002,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.46355973579404347,1.0
H6,7,5,H,DMSO,0.0,24.0,86.91698033174437,148.32379383405757,187.08806040119183,114.11930292045628,139.65697766911396,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.40243952581557935,1.0
H7,7,6,H,DMSO,0.0,24.0,87.29631463214619,131.8109146484472,192.53451194072684,129.99945501928565,137.8345093700325,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.34145124381214537,1.0
H8,7,7,H,DMSO,0.0,24.0,89.9727556143611,125.75014245353316,175.8376024975838,106.85716429180046,135.85978817640964,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.2806809016232166,1.0
H9,7,8,H,DMSO,0.0,24.0,95.47019838182482,155.30504792886927,206.0097441306282,100.12922643983514,164.16062449919056,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.22030892365982452,1.0
H10,7,9,H,DMSO,0.0,24.0,93.96516038729581,157.08960126705622,209.39585614523682,99.03891274191895,144.00872639458504,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.1607846753432888,1.0
H11,7,10,H,DMSO,0.0,24.0,99.74960721016964,137.95555936396676,179.38443346076642,122.94149847534779,143.95072334389053,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.10358010658090225,1.0
H12,7,11,H,DMSO,0.0,24.0,90.97359432373841,122.33983465627672,224.87838925594056,113.78180702125928,138.37168555022512,batch_0000002a,ctx_0000002a,realistic,dmso_only,False,,,0.05627967489550026,1.0
