well_id,row,col,row_letter,compound,dose_uM,time_h,er,mito,nucleus,actin,rna,batch_id,context_id,profile,design,is_outlier,pathology_type,affected_channel,edge_distance,exposure_multiplier
D10,3,9,D,DMSO,0.0,24.0,107.3394020870708,142.1707100280616,164.76214065146962,112.55543060020172,139.55537810230058,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.4512532433157955,1.0
D11,3,10,D,DMSO,0.0,24.0,88.82283829478204,117.63308412429956,180.29692621088986,119.79886088530488,175.44606325316988,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.43417348635895403,1.0
D12,3,11,D,DMSO,0.0,24.0,86.88042151574862,139.3305261200852,154.4113000906952,120.79540600867949,164.7512392914898,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.42537651508295676,1.0
E1,4,0,E,DMSO,0.0,24.0,76.57540969049028,98.76436371791658,127.55018426597948,81.44707189578416,130.32984987866652,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.7803133273813083,1.0
E2,4,1,E,DMSO,0.0,24.0,89.47559642756144,128.36771404526687,199.97208283415387,100.57241191115398,149.77403449499394,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.7250607460663158,1.0
E3,4,2,E,DMSO,0.0,24.0,88.49634577261294,148.87550912068622,194.1327696646904,104.3241491254504,147.3880935269074,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.6708939698317191,1.0
E4,4,3,E,DMSO,0.0,24.0,94.69927588866172,149.57122167389852,177.06022634360878,129.12578070316866,131.02350644997136,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.6180985266928347,1.0
E5,4,4,E,DMSO,0.0,24.0,86.36075175947633,145.69362669196826,173.1970183346015,112.38510771410999,124.80321636836182,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.5670575767204862,1.0
E6,4,5,E,DMSO,0.0,24.0,108.23818527355756,132.802257752693,173.24811191877689,103.28172994351561,159.82602885108264,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.5182897245801185,1.0
E7,4,6,E,DMSO,0.0,24.0,97.50784487641742,107.36752401476889,217.05402567889115,114.34093456844695,151.91601015686817,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.47249933181701725,1.0
E8,4,7,E,DMSO,0.0,24.0,87.83415139907474,130.66917313530826,185.97623727353246,101.74818695498207,144.13537131461794,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.4306372431672491,1.0
E9,4,8,E,DMSO,0.0,24.0,94.8041068493672,117.90337213021373,145.69480252404205,94.5327018630053,157.2502949554961,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.393957724268502,1.0
E10,4,9,E,DMSO,0.0,24.0,97.0136599390004,131.47258719871004,167.85467124418955,105.77422188268974,150.74730481602668,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.3640307383888254,1.0
E11,4,10,E,DMSO,0.0,24.0,87.57742073108975,136.38488320474409,181.3961375185926,109.56064013156333,134.13786374641813,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.3426302747072677,1.0
E12,4,11,E,DMSO,0.0,24.0,96.11454099416777,142.87419092704047,186.67003965974834,110.36959881790811,154.17892943019328,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.3314122334389753,1.0
F1,5,0,F,DMSO,0.0,24.0,86.66408435723102,136.22595893819897,137.9746101117807,93.60810532273058,135.50370659476073,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.7453559924999299,1.0
F2,5,1,F,DMSO,0.0,24.0,87.93637577834191,133.43602538887157,185.90216466789906,119.6900736991823,139.15138030417728,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.6872988812393841,1.0
F3,5,2,F,DMSO,0.0,24.0,114.49217298361314,166.22570915259573,187.7034745412113,95.07612069648593,108.7232684592898,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.6298931539739342,1.0
F4,5,3,F,DMSO,0.0,24.0,115.67257806787993,139.6884563054338,197.9933532837033,101.85412776520276,144.9211800198252,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.573334505647898,1.0
F5,5,4,F,DMSO,0.0,24.0,93.94430527835165,145.3588750621466,168.9223177270267,123.61125607662012,151.75712435133127,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.5179005329045112,1.0
F6,5,5,F,DMSO,0.0,24.0,82.95306034462506,109.88546551220189,163.82960485426077,110.9153063216698,154.1829537079118,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.4639945099589021,1.0
F7,5,6,F,DMSO,0.0,24.0,110.6242637612021,137.4446429937666,214.65578377587437,134.53442330714398,150.58581642761737,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.4122163087921128,1.0
F8,5,7,F,DMSO,0.0,24.0,105.6539258857256,139.40873548112754,180.5660035056632,112.81326284347071,153.26953552798605,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.36347641170969425,1.0
F9,5,8,F,DMSO,0.0,24.0,83.53253958381369,122.77468894003779,218.80624083132136,133.19952120173278,159.84763518536818,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.31916979051514843,1.0
F10,5,9,F,DMSO,0.0,24.0,100.81994887288343,131.47540160599326,202.5640837656766,107.91225087972572,151.23809259649934,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.28139837447750143,1.0
F11,5,10,F,DMSO,0.0,24.0,109.30598028866692,143.70820842223048,183.82048040391413,113.83186112057491,125.07656796803845,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.25310506081989825,1.0
F12,5,11,F,DMSO,0.0,24.0,103.01156306655564,141.39550238356946,194.4450702464255,98.3932941131998,156.7096907829036,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.23769883285299603,1.0
G1,6,0,G,DMSO,0.0,24.0,82.36725513829764,109.79698698582737,148.01844070304645,92.51970206521993,141.83343868426599,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.7211102550927978,1.0
G2,6,1,G,DMSO,0.0,24.0,92.42190533229768,147.30460763585046,159.8748729893507,110.84181855303005,142.4435740940297,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.6609267709794735,1.0
G3,6,2,G,DMSO,0.0,24.0,101.82733196121627,132.18390388439994,182.24490692160524,104.143605946574,142.6561447833008,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.6010073459348686,1.0
G4,6,3,G,DMSO,0.0,24.0,89.7329520742875,146.57016083721965,168.87257895211275,106.77882559338134,141.3412411473163,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.5414396548194119,1.0
G5,6,4,G,DMSO,0.0,24.0,88.36958987452425,128.63902654612315,188.03552376133499,127.92243963713436,145.1207152238553,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.4823540260298665,1.0
G6,6,5,G,DMSO,0.0,24.0,105.35664797024896,142.72968223999436,187.16461026352894,112.05464185154649,148.42582953319507,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.4239520606347445,1.0
G7,6,6,G,DMSO,0.0,24.0,93.95044304857893,123.63906918203112,192.89869767621042,100.92100580456655,150.61919623889693,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.36656067666709546,1.0
G8,6,7,G,DMSO,0.0,24.0,94.71269531880839,139.59133612459567,190.27136539759795,105.95085149494386,155.56683507344087,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.31074031974270666,1.0
G9,6,8,G,DMSO,0.0,24.0,101.45358911008748,108.85022473144917,180.2391694184676,98.54709813428005,146.7961623669096,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.2575146590427973,1.0
G10,6,9,G,DMSO,0.0,24.0,94.28653338048966,164.60757428372958,197.0933339524347,113.3679685521177,148.78727591855676,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.2088767330341619,1.0
G11,6,10,G,DMSO,0.0,24.0,88.2393180789419,116.46589842601114,194.40086882588687,127.07803846489867,136.6730073380385,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.16883902468650083,1.0
G12,6,11,G,DMSO,0.0,24.0,102.09998815067773,124.33242521956585,176.60638725418883,123.62678383515535,132.1438085838205,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.14472449545298463,1.0
H1,7,0,H,DMSO,0.0,24.0,75.62728590385605,120.87107232312927,135.94597680045115,69.06608768717358,108.28997716723688,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.7086763875156433,1.0
H2,7,1,H,DMSO,0.0,24.0,100.11598540574248,109.82617572104024,176.978766671435,94.58225815230456,141.28530192739433,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.6473379479217758,1.0
H3,7,2,H,DMSO,0.0,24.0,93.68986336612986,124.80248628737448,143.24038528500208,98.49590856881905,132.2759756216827,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.5860307603615164,1.0
H4,7,3,H,DMSO,0.0,24.0,102.6774746592465,140.56932236956504,169.23001559516516,96.63659591664826,126.45489187868512,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.5247657782603455,1.0
H5,7,4,H,DMSO,0.0,24.0,103.5855210197711,116.86730060412998,171.3182397053117,115.09127138493575,148.19093645965725,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.46355973579404347,1.0
H6,7,5,H,DMSO,0.0,24.0,85.85323976020922,146.50852095385517,184.79836787461105,112.72264449941514,137.94777432728597,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.40243952581557935,1.0
H7,7,6,H,DMSO,0.0,24.0,85.80041907455201,129.55222408979182,189.2352716198801,127.77180534045938,135.47259946445809,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.34145124381214537,1.0
H8,7,7,H,DMSO,0.0,24.0,88.01910204887815,123.01962461525187,172.01949381879894,104.53688546305297,132.9097511594903,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.2806809016232166,1.0
H9,7,8,H,DMSO,0.0,24.0,92.9935299598428,151.27615603905144,200.6654813496047,97.53169446185366,159.90200304745812,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.22030892365982452,1.0
H10,7,9,H,DMSO,0.0,24.0,91.16666976669117,152.41112496873004,203.15958371191536,96.08931453721442,139.71982752569158,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.1607846753432888,1.0
H11,7,10,H,DMSO,0.0,24.0,96.44230037690649,133.38149258884894,173.43674725769387,118.86523923612668,139.17788037955367,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.10358010658090225,1.0
H12,7,11,H,DMSO,0.0,24.0,87.72514708041757,117.97137475764643,216.84852532573993,109.71893361160849,133.43076699225628,batch_0000002a,ctx_0000002a,clean,dmso_only,False,,,0.05627967489550026,1.0
